"Местное время в Красноярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.09.2021 13:00";"9.8";"741.5";"758.3";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"21.09.2021 07:00";"5.9";"741.4";"758.5";"";"75";"";"";"";"";"";" ";"";"";"5.1";"";"";"";"";"";"";"";"1.8";"Осадков нет";"12";"";"";"";"";
"21.09.2021 01:00";"6.2";"742.0";"759.0";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"20.09.2021 19:00";"8.6";"741.8";"758.7";"";"67";"";"";"";"";"";" ";"";"";"";"12.0";"";"";"";"";"";"";"2.8";"2.0";"12";"";"";"";"";
"20.09.2021 13:00";"7.4";"739.6";"756.4";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"20.09.2021 07:00";"11.1";"736.4";"752.9";"";"79";"";"";"";"";"";" ";"";"";"10.0";"";"";"";"";"";"";"";"7.5";"Осадков нет";"12";"";"";"";"";
"20.09.2021 01:00";"10.8";"736.9";"753.4";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"19.09.2021 19:00";"13.5";"738.5";"754.9";"";"81";"";"";"";"";"";" ";"";"";"";"17.0";"";"";"";"";"";"";"10.2";"Осадков нет";"12";"";"";"";"";
"19.09.2021 13:00";"15.4";"740.1";"756.5";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"19.09.2021 07:00";"8.9";"741.4";"758.2";"";"91";"";"";"";"";"";" ";"";"";"8.7";"";"";"";"";"";"";"";"7.5";"Осадков нет";"12";"";"";"";"";
"19.09.2021 01:00";"10.7";"740.9";"757.6";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"18.09.2021 19:00";"15.2";"739.3";"755.7";"";"84";"";"";"";"";"";" ";"";"";"";"22.0";"";"";"";"";"";"";"12.5";"0.5";"12";"";"";"";"";
"18.09.2021 13:00";"20.9";"735.9";"751.9";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"18.09.2021 07:00";"8.0";"735.5";"752.2";"";"97";"";"";"";"";"";" ";"";"";"7.9";"";"";"";"";"";"";"";"7.5";"Осадков нет";"12";"";"";"";"";
"18.09.2021 01:00";"11.0";"738.3";"754.9";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"17.09.2021 19:00";"15.5";"739.7";"756.1";"";"85";"";"";"";"";"";" ";"";"";"";"20.6";"";"";"";"";"";"";"13.0";"4.0";"12";"";"";"";"";
"17.09.2021 13:00";"14.5";"740.6";"757.0";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"17.09.2021 07:00";"10.3";"741.5";"758.2";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"2.0";"12";"";"";"";"";
"17.09.2021 01:00";"10.4";"742.3";"759.1";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"16.09.2021 19:00";"10.4";"743.5";"760.3";"";"96";"";"";"";"";"";" ";"";"";"";"10.6";"";"";"";"";"";"";"9.8";"2.0";"12";"";"";"";"";
"16.09.2021 13:00";"10.2";"743.3";"760.0";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"16.09.2021 07:00";"8.4";"742.9";"759.8";"";"95";"";"";"";"";"";" ";"";"";"8.1";"";"";"";"";"";"";"";"7.7";"0.5";"12";"";"";"";"";
"16.09.2021 01:00";"8.6";"744.1";"760.9";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"15.09.2021 19:00";"9.0";"745.2";"762.1";"";"78";"";"";"";"";"";" ";"";"";"";"11.8";"";"";"";"";"";"";"5.3";"Осадков нет";"12";"";"";"";"";
"15.09.2021 13:00";"11.3";"746.6";"763.4";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"15.09.2021 07:00";"3.3";"748.4";"765.7";"";"97";"";"";"";"";"";" ";"";"";"3.2";"";"";"";"";"";"";"";"2.9";"2.0";"12";"";"";"";"";
"15.09.2021 01:00";"6.6";"746.5";"763.5";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"14.09.2021 19:00";"10.5";"745.1";"761.9";"";"62";"";"";"";"";"";" ";"";"";"";"15.6";"";"";"";"";"";"";"3.4";"Осадков нет";"12";"";"";"";"";
"14.09.2021 13:00";"12.7";"746.8";"763.6";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"14.09.2021 07:00";"5.7";"747.7";"764.9";"";"78";"";"";"";"";"";" ";"";"";"5.4";"";"";"";"";"";"";"";"2.1";"Осадков нет";"12";"";"";"";"";
"14.09.2021 01:00";"6.1";"746.6";"763.7";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"13.09.2021 19:00";"12.2";"745.0";"761.7";"";"41";"";"";"";"";"";" ";"";"";"";"16.1";"";"";"";"";"";"";"-0.7";"Осадков нет";"12";"";"";"";"";
"13.09.2021 13:00";"12.4";"744.3";"760.9";"";"46";"";"";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"13.09.2021 07:00";"7.5";"742.6";"759.5";"";"83";"";"";"";"";"";" ";"";"";"6.5";"";"";"";"";"";"";"";"4.7";"3.0";"12";"";"";"";"";
"13.09.2021 01:00";"11.8";"739.6";"756.1";"";"95";"";"";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"12.09.2021 19:00";"16.4";"736.9";"753.2";"";"54";"";"";"";"";"";" ";"";"";"";"21.1";"";"";"";"";"";"";"7.0";"Осадков нет";"12";"";"";"";"";
"12.09.2021 13:00";"19.4";"736.6";"752.8";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"12.09.2021 07:00";"11.5";"738.4";"755.0";"";"76";"";"";"";"";"";" ";"";"";"9.9";"";"";"";"";"";"";"";"7.4";"0.5";"12";"";"";"";"";
"12.09.2021 01:00";"9.9";"740.4";"757.1";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"11.09.2021 19:00";"16.4";"740.9";"757.3";"";"39";"";"";"";"";"";" ";"";"";"";"20.8";"";"";"";"";"";"";"2.4";"Осадков нет";"12";"";"";"";"";
"11.09.2021 13:00";"19.5";"742.0";"758.2";"";"30";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"11.09.2021 07:00";"7.1";"743.9";"760.9";"";"92";"";"";"";"";"";" ";"";"";"6.6";"";"";"";"";"";"";"";"5.8";"Осадков нет";"12";"";"";"";"";
"11.09.2021 01:00";"7.6";"744.2";"761.2";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"10.09.2021 19:00";"13.8";"743.5";"760.1";"";"56";"";"";"";"";"";" ";"";"";"";"16.7";"";"";"";"";"";"";"5.0";"Осадков нет";"12";"";"";"";"";
"10.09.2021 13:00";"12.0";"743.7";"760.3";"";"63";"";"";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"10.09.2021 07:00";"9.0";"742.9";"759.7";"";"61";"";"";"";"";"";" ";"";"";"7.7";"";"";"";"";"";"";"";"1.9";"Осадков нет";"12";"";"";"";"";
"09.09.2021 13:00";"14.7";"735.4";"751.6";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"09.09.2021 07:00";"8.7";"735.0";"751.6";"";"90";"";"";"";"";"";" ";"";"";"8.3";"";"";"";"";"";"";"";"7.2";"Осадков нет";"12";"";"";"";"";
"09.09.2021 01:00";"10.8";"737.8";"754.5";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"08.09.2021 19:00";"17.6";"740.3";"756.5";"";"55";"";"";"";"";"";" ";"";"";"";"22.1";"";"";"";"";"";"";"8.4";"Осадков нет";"12";"";"";"";"";
"08.09.2021 13:00";"18.4";"742.8";"759.1";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"08.09.2021 07:00";"5.4";"745.2";"762.3";"";"93";"";"";"";"";"";" ";"";"";"4.4";"";"";"";"";"";"";"";"4.3";"Осадков нет";"12";"";"";"";"";
"08.09.2021 01:00";"8.0";"745.7";"762.7";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"07.09.2021 19:00";"17.1";"746.3";"762.7";"";"44";"";"";"";"";"";" ";"";"";"";"21.6";"";"";"";"";"";"";"4.7";"Осадков нет";"12";"";"";"";"";
"07.09.2021 07:00";"3.1";"747.7";"765.0";"";"91";"";"";"";"";"";" ";"";"";"3.1";"";"";"";"";"";"";"";"1.7";"Осадков нет";"12";"";"";"";"";
"07.09.2021 01:00";"6.5";"746.8";"763.9";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"06.09.2021 19:00";"15.6";"746.3";"762.9";"";"44";"";"";"";"";"";" ";"";"";"";"21.4";"";"";"";"";"";"";"3.2";"Осадков нет";"12";"";"";"";"";
"06.09.2021 13:00";"16.2";"746.6";"763.1";"";"35";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"06.09.2021 07:00";"3.5";"748.0";"765.4";"";"90";"";"";"";"";"";" ";"";"";"3.4";"";"";"";"";"";"";"";"2.0";"Осадков нет";"12";"";"";"";"";
"06.09.2021 01:00";"8.5";"749.0";"766.0";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"05.09.2021 19:00";"15.3";"750.3";"766.9";"";"42";"";"";"";"";"";" ";"";"";"";"19.8";"";"";"";"";"";"";"2.4";"Осадков нет";"12";"";"";"";"";
"05.09.2021 13:00";"17.4";"751.6";"768.2";"";"34";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"05.09.2021 07:00";"4.6";"753.1";"770.5";"";"91";"";"";"";"";"";" ";"";"";"4.5";"";"";"";"";"";"";"";"3.3";"Осадков нет";"12";"";"";"";"";
"05.09.2021 01:00";"7.9";"753.4";"770.6";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"04.09.2021 19:00";"15.2";"753.7";"770.5";"";"42";"";"";"";"";"";" ";"";"";"";"19.4";"";"";"";"";"";"";"2.4";"Осадков нет";"12";"";"";"";"";
"04.09.2021 13:00";"17.1";"754.3";"771.0";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"04.09.2021 07:00";"5.1";"754.6";"771.9";"";"88";"";"";"";"";"";" ";"";"";"3.6";"";"";"";"";"";"";"";"3.2";"Осадков нет";"12";"";"";"";"";
"04.09.2021 01:00";"7.0";"753.6";"770.8";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"03.09.2021 19:00";"14.9";"752.5";"769.3";"";"48";"";"";"";"";"";" ";"";"";"";"19.5";"";"";"";"";"";"";"3.8";"Осадков нет";"12";"";"";"";"";
"03.09.2021 13:00";"15.9";"752.7";"769.3";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"03.09.2021 07:00";"4.5";"753.0";"770.3";"";"94";"";"";"";"";"";" ";"";"";"4.5";"";"";"";"";"";"";"";"3.6";"Осадков нет";"12";"";"";"";"";
"03.09.2021 01:00";"8.2";"751.7";"768.8";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"02.09.2021 19:00";"15.4";"750.0";"766.6";"";"43";"";"";"";"";"";" ";"";"";"";"18.5";"";"";"";"";"";"";"2.8";"Осадков нет";"12";"";"";"";"";
"02.09.2021 13:00";"15.7";"749.4";"766.0";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"02.09.2021 07:00";"10.2";"748.8";"765.7";"";"87";"";"";"";"";"";" ";"";"";"9.9";"";"";"";"";"";"";"";"8.1";"Осадков нет";"12";"";"";"";"";
"02.09.2021 01:00";"10.6";"746.5";"763.3";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"01.09.2021 19:00";"15.4";"744.0";"760.5";"";"58";"";"";"";"";"";" ";"";"";"";"18.7";"";"";"";"";"";"";"7.2";"Осадков нет";"12";"";"";"";"";
"01.09.2021 13:00";"17.1";"742.9";"759.2";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"01.09.2021 07:00";"9.8";"742.9";"759.7";"";"86";"";"";"";"";"";" ";"";"";"9.5";"";"";"";"";"";"";"";"7.6";"Осадков нет";"12";"";"";"";"";
"01.09.2021 01:00";"9.7";"743.3";"760.1";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"31.08.2021 19:00";"16.4";"743.1";"759.5";"";"43";"";"";"";"";"";" ";"";"";"";"18.9";"";"";"";"";"";"";"3.8";"Осадков нет";"12";"";"";"";"";
"31.08.2021 13:00";"16.4";"742.9";"759.3";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"31.08.2021 07:00";"17.4";"739.4";"755.6";"";"73";"";"";"";"";"";" ";"";"";"16.4";"";"";"";"";"";"";"";"12.4";"Осадков нет";"12";"";"";"";"";
"31.08.2021 01:00";"20.1";"736.6";"752.6";"";"64";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"30.08.2021 19:00";"24.8";"736.1";"751.9";"";"48";"";"";"";"";"";" ";"";"";"";"30.9";"";"";"";"";"";"";"13.1";"Осадков нет";"12";"";"";"";"";
"30.08.2021 13:00";"25.5";"738.1";"753.9";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"30.08.2021 07:00";"13.5";"740.0";"756.5";"";"94";"";"";"";"";"";" ";"";"";"13.0";"";"";"";"";"";"";"";"12.6";"Осадков нет";"12";"";"";"";"";
"30.08.2021 01:00";"16.0";"740.5";"756.9";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"29.08.2021 19:00";"24.1";"739.3";"755.1";"";"54";"";"";"";"";"";" ";"";"";"";"28.2";"";"";"";"";"";"";"14.3";"Осадков нет";"12";"";"";"";"";
"29.08.2021 13:00";"25.1";"738.8";"754.6";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"29.08.2021 07:00";"14.7";"738.2";"754.6";"";"91";"";"";"";"";"";" ";"";"";"13.7";"";"";"";"";"";"";"";"13.2";"4.0";"12";"";"";"";"";
"29.08.2021 01:00";"16.9";"737.5";"753.7";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"28.08.2021 19:00";"23.5";"736.9";"752.7";"";"55";"";"";"";"";"";" ";"";"";"";"29.0";"";"";"";"";"";"";"14.0";"Осадков нет";"12";"";"";"";"";
"28.08.2021 13:00";"24.1";"738.1";"754.0";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"28.08.2021 07:00";"10.8";"740.5";"757.1";"";"97";"";"";"";"";"";" ";"";"";"10.3";"";"";"";"";"";"";"";"10.3";"Осадков нет";"12";"";"";"";"";
"28.08.2021 01:00";"14.3";"741.7";"758.2";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"27.08.2021 19:00";"24.1";"742.9";"758.8";"";"46";"";"";"";"";"";" ";"";"";"";"28.8";"";"";"";"";"";"";"11.6";"Осадков нет";"12";"";"";"";"";
"27.08.2021 13:00";"24.6";"744.5";"760.5";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"27.08.2021 07:00";"12.9";"746.1";"762.7";"";"93";"";"";"";"";"";" ";"";"";"12.5";"";"";"";"";"";"";"";"11.8";"Осадков нет";"12";"";"";"";"";
"27.08.2021 01:00";"15.9";"746.8";"763.3";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"26.08.2021 19:00";"24.0";"747.1";"763.1";"";"55";"";"";"";"";"";" ";"";"";"";"28.4";"";"";"";"";"";"";"14.4";"Осадков нет";"12";"";"";"";"";
"26.08.2021 13:00";"24.0";"748.0";"764.1";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"26.08.2021 07:00";"13.1";"750.2";"766.9";"";"93";"";"";"";"";"";" ";"";"";"12.7";"";"";"";"";"";"";"";"11.9";"Осадков нет";"12";"";"";"";"";
"26.08.2021 01:00";"15.5";"749.9";"766.5";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"25.08.2021 19:00";"22.0";"749.9";"766.1";"";"53";"";"";"";"";"";" ";"";"";"";"25.5";"";"";"";"";"";"";"12.0";"Осадков нет";"12";"";"";"";"";
"25.08.2021 13:00";"21.9";"751.0";"767.2";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"25.08.2021 07:00";"10.5";"751.3";"768.3";"";"92";"";"";"";"";"";" ";"";"";"10.4";"";"";"";"";"";"";"";"9.3";"Осадков нет";"12";"";"";"";"";
"25.08.2021 01:00";"13.5";"751.0";"767.7";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"24.08.2021 19:00";"21.7";"750.0";"766.2";"";"55";"";"";"";"";"";" ";"";"";"";"24.0";"";"";"";"";"";"";"12.1";"Осадков нет";"12";"";"";"";"";
"24.08.2021 13:00";"20.8";"750.7";"766.9";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"24.08.2021 07:00";"10.7";"750.7";"767.5";"";"95";"";"";"";"";"";" ";"";"";"10.4";"";"";"";"";"";"";"";"10.0";"Осадков нет";"12";"";"";"";"";
"24.08.2021 01:00";"12.1";"750.1";"766.9";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"23.08.2021 19:00";"19.1";"749.8";"766.2";"";"57";"";"";"";"";"";" ";"";"";"";"24.4";"";"";"";"";"";"";"10.4";"Осадков нет";"12";"";"";"";"";
"23.08.2021 13:00";"20.7";"750.7";"767.0";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"23.08.2021 07:00";"8.2";"752.2";"769.3";"";"93";"";"";"";"";"";" ";"";"";"7.9";"";"";"";"";"";"";"";"7.2";"Осадков нет";"12";"";"";"";"";
"23.08.2021 01:00";"10.6";"752.5";"769.4";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"22.08.2021 19:00";"19.6";"752.3";"768.7";"";"44";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"22.08.2021 13:00";"17.9";"753.0";"769.3";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"22.08.2021 07:00";"12.0";"752.2";"769.0";"";"82";"";"";"";"";"";" ";"";"";"11.7";"";"";"";"";"";"";"";"9.0";"Осадков нет";"12";"";"";"";"";
"22.08.2021 01:00";"12.7";"750.7";"767.5";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"21.08.2021 19:00";"14.9";"749.1";"765.7";"";"63";"";"";"";"";"";" ";"";"";"";"19.2";"";"";"";"";"";"";"7.9";"Осадков нет";"12";"";"";"";"";
"21.08.2021 13:00";"16.3";"746.1";"762.6";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"21.08.2021 07:00";"10.9";"743.4";"760.1";"";"92";"";"";"";"";"";" ";"";"";"10.4";"";"";"";"";"";"";"";"9.6";"0.5";"12";"";"";"";"";
"21.08.2021 01:00";"12.0";"741.7";"758.3";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"20.08.2021 19:00";"15.9";"741.4";"757.9";"";"55";"";"";"";"";"";" ";"";"";"";"19.2";"";"";"";"";"";"";"6.7";"Осадков нет";"12";"";"";"";"";
"20.08.2021 13:00";"15.4";"740.5";"756.9";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"20.08.2021 07:00";"13.9";"740.2";"756.6";"";"95";"";"";"";"";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"13.1";"0.5";"12";"";"";"";"";
"20.08.2021 01:00";"15.2";"740.1";"756.4";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"19.08.2021 19:00";"18.8";"740.2";"756.4";"";"74";"";"";"";"";"";" ";"";"";"";"24.9";"";"";"";"";"";"";"14.1";"1.0";"12";"";"";"";"";
"19.08.2021 07:00";"12.0";"741.4";"758.0";"";"92";"";"";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"10.8";"Осадков нет";"12";"";"";"";"";
"19.08.2021 01:00";"14.6";"741.7";"758.2";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"18.08.2021 19:00";"24.8";"741.9";"757.8";"";"40";"";"";"";"";"";" ";"";"";"";"27.6";"";"";"";"";"";"";"10.3";"Осадков нет";"12";"";"";"";"";
"18.08.2021 13:00";"22.2";"743.5";"759.5";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"18.08.2021 07:00";"12.2";"744.9";"761.5";"";"92";"";"";"";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"11.0";"Осадков нет";"12";"";"";"";"";
"18.08.2021 01:00";"15.3";"745.0";"761.5";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"17.08.2021 19:00";"24.2";"744.3";"760.3";"";"42";"";"";"";"";"";" ";"";"";"";"27.4";"";"";"";"";"";"";"10.4";"Осадков нет";"12";"";"";"";"";
"17.08.2021 13:00";"23.4";"744.7";"760.6";"";"54";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"17.08.2021 07:00";"14.1";"746.2";"762.8";"";"94";"";"";"";"";"";" ";"";"";"13.3";"";"";"";"";"";"";"";"13.2";"Осадков нет";"12";"";"";"";"";
"17.08.2021 01:00";"15.1";"746.9";"763.4";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"16.08.2021 19:00";"22.8";"746.5";"762.6";"";"51";"";"";"";"";"";" ";"";"";"";"26.2";"";"";"";"";"";"";"12.2";"Осадков нет";"12";"";"";"";"";
"16.08.2021 13:00";"23.3";"746.6";"762.7";"";"46";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"16.08.2021 07:00";"12.2";"746.5";"763.3";"";"92";"";"";"";"";"";" ";"";"";"10.9";"";"";"";"";"";"";"";"11.0";"Осадков нет";"12";"";"";"";"";
"16.08.2021 01:00";"13.3";"745.1";"761.7";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"15.08.2021 19:00";"22.7";"743.0";"759.1";"";"46";"";"";"";"";"";" ";"";"";"";"24.0";"";"";"";"";"";"";"10.4";"Осадков нет";"12";"";"";"";"";
"15.08.2021 07:00";"14.6";"743.0";"759.5";"";"90";"";"";"";"";"";" ";"";"";"14.1";"";"";"";"";"";"";"";"13.0";"0.5";"12";"";"";"";"";
"15.08.2021 01:00";"14.7";"742.2";"758.7";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"14.08.2021 19:00";"15.6";"740.8";"757.1";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"24.0";"12";"";"";"";"";
"14.08.2021 13:00";"15.7";"739.0";"755.4";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"14.08.2021 07:00";"15.8";"738.8";"755.2";"";"91";"";"";"";"";"";" ";"";"";"15.8";"";"";"";"";"";"";"";"14.3";"1.0";"12";"";"";"";"";
"14.08.2021 01:00";"19.2";"739.0";"755.1";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"13.08.2021 13:00";"23.6";"739.2";"755.0";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"13.08.2021 07:00";"16.2";"739.8";"756.1";"";"94";"";"";"";"";"";" ";"";"";"16.2";"";"";"";"";"";"";"";"15.3";"Осадков нет";"12";"";"";"";"";
"13.08.2021 01:00";"18.2";"739.9";"756.1";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"12.08.2021 19:00";"24.9";"739.6";"755.4";"";"48";"";"";"";"";"";" ";"";"";"";"28.4";"";"";"";"";"";"";"13.0";"Осадков нет";"12";"";"";"";"";
"12.08.2021 13:00";"25.0";"740.2";"756.0";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"12.08.2021 07:00";"18.4";"740.0";"756.1";"";"96";"";"";"";"";"";" ";"";"";"16.9";"";"";"";"";"";"";"";"17.7";"1.0";"12";"";"";"";"";
"12.08.2021 01:00";"18.0";"739.2";"755.4";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"11.08.2021 19:00";"21.3";"738.9";"754.9";"";"82";"";"";"";"";"";" ";"";"";"";"22.4";"";"";"";"";"";"";"18.0";"Осадков нет";"12";"";"";"";"";
